23.5342, 59.2544, 0
36.9766, 65.8917, 1
27.0655, 1.52566, 2
93.2408, 82.1436, 3
12.3493, 11.1355, 4
95.7575, 51.0291, 5
96.1442, 77.0742, 80
87.2576, 64.6672, 311
-5.64752, 16.8603, 8
77.5404, 82.5813, 153
64.5041, 5.24629, 355
45.9248, 18.7776, 11
69.8672, 25.6141, 12
26.3744, 11.2214, 205
7.50945, 48.4328, 14
21.9564, 60.7662, 286
36.9788, 71.292, 16
40.8064, -1.54121, 17
9.34032, 8.66398, 222
70.9999, 18.1841, 19
23.1755, 39.3129, 20
63.8115, 13.7807, 21
65.4846, 18.9953, 22
53.3517, 7.45953, 105
10.3002, 24.7329, 155
81.4146, 6.95321, 25
84.4285, 76.1391, 26
39.3632, 85.5152, 27
39.6659, 99.6988, 28
83.7121, 50.7643, 220
33.9088, 38.033, 30
46.5132, 19.9327, 31
44.7627, 49.7717, 68
91.1933, 76.9063, 254
66.6878, 67.1042, 366
85.5453, 0.0845454, 35
81.8142, 40.5068, 138
36.3581, 64.5906, 37
12.7826, 66.0985, 38
11.9031, 47.2458, 39
55.9127, 78.2353, 389
87.2427, 74.0958, 41
35.5769, 28.4484, 42
84.3302, 72.4126, 43
5.08521, 3.72002, 44
39.8391, 19.6336, 272
56.7907, 17.7008, 46
64.3239, 64.487, 498
90.0489, 61.3711, 311
78.828, 62.7221, 182
53.8755, 99.8388, 470
19.9536, 5.20582, 83
57.1012, 51.4409, 52
60.3267, 34.7286, 404
68.0991, 57.6221, 391
87.297, 59.873, 303
19.1918, 13.9404, 56
12.0868, 32.2317, 191
28.8297, 71.7138, 58
27.7071, 23.3303, 59
70.8338, 69.1859, 60
44.5647, 50.3594, 68
43.184, 0.372282, 335
70.0407, 97.9456, 63
45.755, 75.6351, 64
54.4706, 4.05516, 65
47.8596, 19.3027, 31
71.7665, 86.5072, 67
42.5819, 48.6256, 68
48.1207, 48.621, 32
55.8923, 44.1657, 70
8.41809, 16.962, 218
24.4198, 77.2279, 72
26.8047, 58.811, 73
26.8181, 39.7868, 121
69.2688, 46.8493, 277
64.4499, 98.3247, 76
74.5001, 30.919, 77
60.0049, 55.592, 78
38.4088, 74.7006, 79
94.2105, 77.2702, 80
62.2886, 22.085, 177
12.8735, 19.1853, 82
20.5575, 7.13558, 83
41.8078, 14.6199, 132
37.5726, 92.237, 343
38.9033, 83.9571, 86
27.3924, 81.8442, 87
7.82745, 35.6524, 88
36.572, 21.3082, 376
23.25, 43.6742, 468
56.8234, 73.9241, 91
99.0774, 46.5452, 180
38.4224, 25.7165, 93
97.6007, 88.6352, 94
24.3442, 8.05055, 198
57.498, 92.2707, 174
16.265, 13.1046, 97
100.329, 74.7263, 230
18.8975, 44.0582, 216
90.0086, 70.1153, 223
17.577, 2.59393, 101
21.8281, 56.5637, 0
5.2942, 7.95858, 103
45.3911, 96.0207, 104
51.4739, 6.55311, 105
84.0554, 66.8243, 106
43.476, 62.4378, 430
50.1804, 3.81855, 108
50.3938, 9.24749, 109
35.199, 61.1018, 110
96.0517, 51.1197, 5
85.5231, 49.3402, 112
12.9592, 52.5077, 392
48.2504, 70.4251, 114
88.0636, 96.7076, 115
96.0093, 7.3708, 274
51.1958, 55.0079, 459
17.4976, 27.0152, 118
97.2111, 39.1906, 119
60.3516, 55.3685, 78
24.055, 38.8598, 121
99.9399, 78.4745, 6
78.369, 98.5265, 123
88.0247, 94.9061, 124
10.3367, 32.5535, 57
69.736, 99.8609, 126
16.6757, 37.0309, 127
76.4525, 35.0426, 128
27.9047, 30.6504, 388
42.0123, 89.2212, 130
48.4751, 9.04101, 131
41.6441, 18.0802, 332
43.0078, 67.0598, 133
84.3263, 78.1085, 26
65.222, 64.1152, 498
49.213, 12.2988, 136
21.7085, 68.7136, 450
78.0451, 43.5252, 138
16.0404, 29.872, 139
59.4466, 34.5782, 404
20.7016, 77.4588, 141
10.7518, 71.3062, 460
38.2273, 42.865, 143
20.9754, 63.3911, 144
62.7182, 65.126, 47
32.0053, 33.0087, 146
57.9942, 20.2981, 147
51.0783, 61.902, 148
59.6466, 13.3935, 149
62.4624, 95.0502, 150
67.8293, 9.09783, 151
91.7013, 27.1579, 328
77.3474, 80.0815, 153
50.6005, 65.2332, 154
15.1946, 25.0706, 118
79.3085, 73.4456, 156
23.0609, 34.4719, 157
20.6551, 35.0837, 158
8.54389, 39.7706, 367
25.6669, 22.8263, 160
70.1936, 24.1985, 12
35.3426, 28.2125, 162
36.985, 81.2801, 163
26.0357, 85.0907, 412
20.8052, 45.7788, 216
69.6726, 75.5945, 166
0.843016, 69.3729, 419
29.2084, 82.9983, 168
40.1736, 96.5449, 169
27.691, 62.2619, 170
73.2656, 70.3906, 171
71.1815, 12.995, 456
64.7134, 26.5076, 173
62.218, 95.6399, 150
39.2101, 89.9269, 175
-1.57421, 80.4069, 176
63.6911, 21.0948, 177
26.383, 72.8828, 178
43.7492, 71.0683, 179
96.9207, 45.8117, 180
83.6742, 98.3582, 238
81.6068, 64.158, 182
-0.225046, 55.9714, 183
73.4915, 65.3549, 184
25.2665, 42.3247, 373
33.9004, 25.4585, 457
28.1355, 78.5558, 187
98.7803, 99.7123, 188
49.3571, 66.0991, 189
48.5952, 31.6816, 190
13.5993, 31.788, 191
17.8245, 9.6224, 192
59.1714, 43.9018, 193
59.1164, 65.098, 194
45.2722, 9.41114, 131
65.2547, 99.1299, 196
3.10208, 30.6395, 197
22.1089, 7.75569, 198
58.9697, 95.7938, 174
64.4085, 23.0122, 177
30.8185, 8.43489, 95
16.1217, 88.9723, 202
20.1513, 8.25269, 83
76.8707, 74.3582, 204
24.4421, 9.37551, 198
59.2354, 20.0154, 206
6.57964, 35.682, 88
19.7701, 28.911, 295
31.512, 39.7331, 209
13.2179, 6.18029, 210
95.6305, 50.938, 5
14.0178, 84.1848, 423
33.0521, 56.7779, 213
23.2167, 23.2752, 160
15.8519, 105.586, 215
20.271, 44.9335, 216
42.9224, 24.6053, 217
10.3144, 17.9436, 218
34.4782, 22.126, 376
84.5693, 49.7078, 112
51.7496, 40.5304, 221
11.0545, 7.65484, 222
87.0193, 71.1791, 43
36.3982, 43.0838, 143
42.0611, 20.4499, 225
70.8606, 40.2994, 226
56.7619, 68.8292, 496
23.4783, 57.7905, 0
65.8948, 62.1391, 229
98.1309, 75.2323, 230
68.0883, 92.2547, 231
17.9005, 14.7432, 56
35.1975, 67.0382, 281
41.1879, 27.9647, 234
41.797, 36.1057, 235
42.1711, 43.5479, 236
17.8049, 53.256, 237
83.4291, 97.0113, 238
99.4238, 69.0038, 408
60.4554, 81.9116, 240
31.3262, 82.7796, 241
48.7986, 99.5271, 242
91.6824, 22.1362, 328
71.4478, 77.6921, 244
49.5114, 11.5932, 245
51.6873, 27.5886, 246
73.3466, 81.5663, 247
96.4644, 13.5321, 370
49.5073, 67.7511, 249
3.67831, 14.4891, 454
14.2316, 62.7278, 251
25.9409, 24.7931, 160
94.0208, 15.3866, 253
92.0433, 74.799, 254
24.3332, 86.3986, 255
64.7582, 47.0779, 256
57.1065, 2.69345, 257
32.493, 79.1129, 258
59.5597, 3.80451, 259
79.4364, 77.0786, 260
80.5779, 6.26745, 25
94.8463, 102.382, 262
6.6129, 93.1883, 434
3.81124, 78.8637, 433
-2.08177, -1.20243, 265
88.6242, 12.9582, 266
41.8069, 53.8784, 267
23.6138, 64.2599, 268
89.4372, 4.44973, 269
97.9523, 91.922, 270
60.9109, 12.6816, 271
39.3466, 20.2531, 272
73.7107, 9.36284, 273
90.5467, 7.08168, 313
97.5794, 22.4004, 275
96.4703, 26.1858, 276
66.698, 45.4113, 443
44.5931, 63.4745, 430
22.9827, 31.0428, 292
56.9609, 26.9056, 280
37.0548, 66.6194, 281
62.3602, 2.65332, 10
14.0162, 99.2518, 302
38.1369, 67.3534, 1
37.8667, 47.7317, 285
22.7409, 60.5589, 286
24.4654, 63.6741, 268
2.62305, 24.6793, 288
64.8222, 27.1127, 173
44.578, 13.1265, 290
-0.102296, 30.723, 197
22.2065, 30.2934, 292
88.6624, 31.1344, 293
46.8967, 37.2924, 294
19.3776, 28.8605, 295
9.28605, 71.7958, 446
53.9016, 66.446, 297
46.6132, 55.7319, 346
13.8903, 6.53627, 210
28.4637, 78.8213, 187
67.7557, 44.2439, 301
15.6084, 92.199, 202
89.9667, 63.6626, 311
63.0403, 88.8043, 304
37.0605, 64.5101, 37
89.7975, 65.4922, 306
22.809, 6.76295, 198
95.4008, 40.043, 308
15.194, 76.5857, 309
65.9098, 42.7894, 301
88.3051, 64.3098, 311
71.9341, 74.1504, 312
91.5386, 9.6191, 313
