75.0194, 92.0612, 31
55.5558, 89.7677, 29
52.9451, 60.2188, 2
75.7949, 32.5326, 40
45.9919, 10.1541, 4
21.4692, 4.92093, 5
91.6572, 46.6501, 38
27.959, 13.6309, 7
67.1774, 41.9715, 8
42.3355, 51.1087, 9
52.8723, 5.54258, 10
17.7288, 7.22215, 11
40.7269, 75.6249, 41
82.0727, 56.2669, 13
90.7329, 82.0222, 53
73.9265, 6.57985, 56
34.6334, 32.7461, 16
-0.753719, 43.975, 17
22.4577, 15.3556, 7
92.1119, 6.67578, 19
77.3476, 41.1292, 20
28.1477, 57.0495, 21
98.1927, 58.918, 22
101.032, 90.6034, 23
22.2767, 97.753, 24
17.7525, 42.8659, 25
35.0342, 59.1509, 26
28.9464, 15.1531, 27
18.849, 22.9543, 18
58.5606, 85.461, 29
7.62244, 93.9471, 62
77.569, 92.738, 31
5.50527, 89.4225, 32
10.4204, 102.232, 60
99.8135, 47.4376, 34
47.7602, 101.645, 1
2.58746, 79.2473, 36
43.2258, 63.5563, 37
95.8988, 54.5766, 22
32.643, 27.1466, 39
85.3725, 36.6493, 40
45.4554, 76.495, 41
90.888, 90.4913, 75
68.4214, 1.77106, 56
73.7493, 75.637, 44
38.4341, 35.3416, 16
31.0594, 56.5779, 46
29.1098, 12.8823, 7
82.8403, 79.8234, 48
1.6251, 38.9429, 49
87.0011, 24.7276, 91
19.4006, 41.5721, 25
9.97, 50.8806, 52
87.3752, 79.0387, 53
50.3163, 27.6919, 54
46.9108, 7.26974, 10
73.2803, -0.300252, 56
88.9753, 64.4325, 57
14.8347, 88.0992, 58
80.5588, 92.5448, 31
12.2981, 105.634, 60
16.3137, 6.3274, 11
3.12387, 89.5435, 62
31.6242, 67.9828, 63
56.3769, 20.2263, 64
87.2089, 14.1716, 65
70.3231, 94.3415, 0
9.30583, 53.2085, 52
97.5162, 12.2584, 68
35.6424, 41.6333, 69
90.316, 51.2479, 70
59.3813, 75.2286, 71
5.84169, 41.3093, 85
65.0421, 67.8685, 90
