87.0998, 37.3786, 0
81.6685, 72.4021, 1
101.368, 35.3941, 0
64.9631, 26.7796, 0
86.5853, 38.3561, 0
45.5974, 81.607, 1
93.8463, 82.1982, 1
87.4094, 35.8209, 0
92.7989, 25.2676, 0
85.2117, 68.5345, 1
93.625, 74.0298, 1
88.1537, 34.694, 0
92.0371, 42.2033, 0
91.6084, 35.1641, 0
91.9113, 67.4273, 1
53.5452, 37.4785, 0
83.4381, 37.3704, 0
5.59378, 53.3718, 1
92.6309, 35.405, 0
91.5402, 32.4573, 0
95.7655, 38.3985, 0
96.9146, 76.1025, 1
76.5524, 88.909, 1
89.7015, 26.8952, 0
86.7626, 38.4233, 0
83.7634, 30.0742, 0
81.3077, 84.9869, 1
90.4362, 42.2289, 0
96.1223, 78.1798, 1
50.6867, 79.2812, 1
86.0637, 73.6681, 1
98.7293, 75.6499, 1
87.1136, 29.5813, 0
76.8776, 84.9791, 1
88.9744, 87.8653, 1
80.4506, 90.5357, 1
93.0304, 36.0303, 0
85.6539, 31.5302, 0
84.4809, 36.2121, 0
92.8575, 31.0585, 0
91.1907, 36.8793, 0
57.6322, 0.933422, 0
95.7611, 99.4365, 1
72.8011, 31.6792, 0
102.92, 36.9338, 0
88.4457, 94.1634, 1
82.2865, 69.6131, 1
89.8511, 82.4832, 1
85.2503, 85.9884, 1
26.365, 35.1103, 0
77.9151, 74.0366, 1
73.2005, 83.6289, 1
26.0598, 78.235, 1
78.2881, 66.7433, 1
89.618, 77.4965, 1
101.378, 73.3975, 1
89.3281, 38.8842, 0
88.5227, 75.0171, 1
93.7459, 79.1, 1
91.4278, 41.0017, 0
70.9373, 79.8811, 1
81.2645, 69.2406, 1
84.8089, 37.4182, 0
85.3151, 37.363, 0
85.7479, 80.0939, 1
84.46, 71.9121, 1
102.009, 34.4095, 0
57.7662, 23.1609, 0
92.8904, 37.1658, 0
53.6351, 5.13474, 0
85.206, 73.2217, 1
95.6634, 85.4511, 1
99.0082, 27.7176, 0
95.7297, 73.5462, 1
86.299, 37.113, 0
27.7248, 48.3208, 0
93.4785, 70.7315, 1
3.47217, 53.087, 1
94.3732, 35.6903, 0
26.2957, 4.79443, 0
93.1603, 86.0015, 1
85.3294, 73.2949, 1
19.0962, 34.4922, 0
55.6158, 9.66888, 0
82.7952, 78.8805, 1
96.9145, 77.0469, 1
82.1713, 27.397, 0
68.7651, 1.96021, 0
1.6748, 13.7974, 0
94.3024, 75.3628, 1
87.7465, 33.0977, 0
93.8994, 79.3529, 1
80.075, 22.7588, 0
83.2985, 76.6295, 1
92.8868, 76.1326, 1
92.5227, 28.4871, 0
13.3525, 62.8439, 1
90.8109, 25.4094, 0
83.6381, 67.4419, 1
82.4862, 78.8818, 1
91.8277, 46.4815, 0
90.26, 32.908, 0
92.8553, 31.1393, 0
84.7053, 23.0591, 0
85.6672, 85.0554, 1
89.6722, 43.0622, 0
85.7713, 76.7739, 1
82.3593, 66.0716, 1
89.4098, 70.1602, 1
95.9347, 32.6655, 0
65.005, 86.6534, 1
84.5693, 35.5701, 0
3.26192, 61.1528, 1
